dbn,locationname,N/A,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q2e,p_q2f,p_q2g,p_q2h,p_q2i,p_q2j,p_q3a,p_q3b,p_q4a,p_q4b,p_q4c,p_q4d,p_q5a,p_q5b,p_q5c,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,p_q9,p_q10a,p_q10b,,,
31R075,I.S. 075 Frank D. Paulo,MS,8.3,8.5,8.1,8.6,8.6,8.0,8.4,8.7,9.0,8.4,8.4,8.6,8.5,8.6,8.4,8.4,8.3,8.3,8.5,8.0,7.8,8.8,8.9,8.6,8.8,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.6,8.6,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.1,8.0,,,
31R078,PS 78,ECC,8.5,8.4,8.1,8.4,8.5,8.4,8.3,8.5,8.7,8.4,8.3,8.5,8.4,8.5,8.6,8.5,8.3,8.3,8.3,8.2,8.0,8.6,8.5,8.2,8.5,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.0,Not Scored,8.4,8.2,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,9.0,8.8,,,
31R080,The Michael J. Petrides School,ES/MS/HS,8.2,8.4,8.1,8.4,8.5,8.3,8.2,8.7,9.0,8.4,8.1,8.6,8.1,8.3,8.3,8.4,8.3,8.2,8.4,7.9,7.6,8.5,8.6,8.5,8.8,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.2,8.3,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,8.0,7.6,,,
31R440,New Dorp High School,HS,8.0,8.1,7.8,7.9,8.3,7.4,8.2,8.4,8.6,8.3,8.0,8.2,8.2,8.1,8.0,8.0,8.2,8.0,8.2,8.1,7.7,7.7,8.0,8.2,8.3,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.9,Not Scored,8.0,8.0,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.7,7.4,,,
31R445,Port Richmond High School,HS,8.2,8.3,8.0,8.2,8.4,7.8,8.3,8.6,8.8,8.4,8.2,8.4,8.2,8.3,8.2,8.2,8.3,8.1,8.3,8.3,8.2,8.3,8.1,8.4,8.4,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.8,Not Scored,8.2,8.2,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,7.6,7.8,,,
31R450,Curtis High School,HS,7.9,7.8,7.6,7.3,8.2,7.2,7.7,8.1,8.3,7.7,7.7,8.1,8.2,8.1,7.9,8.0,7.9,7.8,8.2,8.0,7.6,6.9,7.6,7.9,8.1,7.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.9,Not Scored,7.8,8.1,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,7.7,7.4,,,
31R455,Tottenville High School,HS,8.1,8.1,7.8,7.9,8.4,7.4,8.0,8.4,8.7,8.2,8.0,8.3,8.6,8.2,8.0,8.1,8.0,7.9,8.3,8.1,7.9,7.8,8.1,8.1,8.3,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.7,Not Scored,8.0,8.3,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,7.9,7.7,,,
31R460,Susan E. Wagner High School,HS,7.9,8.0,7.7,7.8,8.4,7.4,7.8,8.2,8.5,7.9,7.9,8.2,8.2,8.1,7.9,7.9,7.9,7.9,8.1,8.0,7.7,7.5,8.1,8.2,8.2,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.0,8.1,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.7,7.5,,,
31R470,Concord High School,HST,9.1,8.8,8.2,9.1,8.8,8.4,8.6,9.0,8.9,8.7,8.9,9.1,8.7,9.1,8.6,9.0,9.0,9.0,8.9,8.7,8.7,9.3,9.2,9.1,8.8,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,3.9,Not Scored,9.3,9.1,9.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.4,9.4,9.3,,,
31R600,Ralph R. McKee Career and Technical Education High School,HS,7.9,7.7,7.4,7.9,7.6,7.2,7.5,8.3,8.3,7.7,7.7,7.9,7.6,7.8,7.7,8.0,7.8,7.8,7.9,7.7,7.6,8.2,7.9,8.0,8.1,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.7,Not Scored,7.5,7.6,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.0,7.9,,,
31R605,Staten Island Technical High School,HS,8.6,8.6,8.4,8.5,9.0,8.2,8.6,8.9,8.9,8.4,8.4,8.7,8.9,9.1,8.7,8.7,8.7,8.6,9.1,8.9,8.6,7.8,9.2,8.8,8.8,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,Not Scored,8.5,9.0,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,8.9,6.9,,,
31R607,Staten Island Yabc,YABC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,Not Scored,N/A,N/A,N/A,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,N/A,N/A,,,
31R861,Staten Island School of Civic Leadership,ES/MS,8.9,8.9,8.6,9.1,9.0,8.8,8.9,9.2,9.2,8.8,8.9,9.1,8.8,9.1,8.9,8.9,8.7,8.8,8.9,8.6,8.4,9.3,9.2,9.0,8.9,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.4,Not Scored,9.0,8.9,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.9,8.9,,,
32K045,P.S. 045 Horace E. Greene,ES/MS,8.8,8.8,8.5,8.8,8.9,8.8,8.6,8.9,9.0,8.8,8.7,8.8,8.6,8.9,8.9,8.9,8.8,8.8,8.8,8.5,8.4,8.9,8.8,8.8,8.8,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,8.8,8.8,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.9,8.8,,,
32K075,P.S. 075 Mayda Cortiella,ES,8.2,8.4,7.9,8.0,8.5,8.4,8.1,8.6,8.7,8.2,8.1,8.4,7.7,8.3,8.5,8.3,8.1,8.4,8.4,8.0,7.9,8.2,8.2,8.0,7.9,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.3,8.3,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.4,7.6,,,
32K086,P.S. 086 The Irvington,ES,8.9,9.0,8.9,8.9,9.1,9.1,8.9,9.0,9.1,9.0,8.9,8.9,8.8,8.9,9.0,8.8,8.8,8.8,9.0,8.9,8.8,8.9,9.0,8.8,8.7,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,Not Scored,9.1,9.0,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.6,8.4,,,
32K106,P.S. 106 Edward Everett Hale,ES,8.8,8.8,8.4,8.5,8.9,8.9,8.7,8.8,9.0,8.8,8.5,8.8,8.5,8.6,8.9,8.7,8.6,8.7,8.8,8.5,8.4,8.6,8.8,8.7,8.7,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.8,8.7,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.3,8.9,8.9,,,
32K116,P.S. 116 Elizabeth L Farrell,ES,8.5,8.7,8.3,8.3,8.8,8.7,8.7,8.6,8.9,8.5,8.3,8.4,8.4,8.5,8.6,8.5,8.6,8.4,8.5,8.3,8.0,8.3,8.6,8.3,8.4,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.4,8.6,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.8,8.1,,,
32K123,P.S. 123 Suydam,ES,8.6,8.7,8.3,8.5,8.9,8.8,8.5,8.7,8.8,8.5,8.5,8.6,8.4,8.7,8.7,8.6,8.5,8.6,8.7,8.4,8.4,8.5,8.7,8.5,8.5,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,Not Scored,8.5,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.6,8.5,,,
32K145,P.S. 145 Andrew Jackson,ES,8.3,8.5,8.1,8.3,8.6,8.4,8.5,8.6,8.7,8.4,8.2,8.4,8.2,8.4,8.5,8.4,8.2,8.3,8.4,8.2,8.1,8.5,8.5,8.2,8.4,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.5,8.3,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,8.4,7.8,,,
32K151,P.S. 151 Lyndon B. Johnson,ES,8.1,8.3,7.9,8.2,8.5,8.3,8.2,8.4,8.7,8.3,8.0,8.3,7.6,8.1,8.1,8.1,7.9,8.0,7.9,7.6,7.4,8.3,8.4,8.1,7.9,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,Not Scored,8.2,8.2,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.5,7.9,,,
32K162,J.H.S. 162 The Willoughby,MS,8.1,8.1,7.6,8.0,8.4,7.9,8.0,8.3,8.4,7.8,7.7,8.0,7.8,8.1,8.3,8.1,8.1,8.0,7.9,8.0,7.8,8.1,8.1,8.1,8.1,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.2,7.9,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.1,8.0,,,
32K168,The Brooklyn School for Math and Research,HS,9.0,9.0,8.5,8.8,9.4,8.9,8.8,9.5,9.1,9.2,8.8,9.1,8.8,9.2,9.0,9.2,8.9,9.0,9.2,9.3,8.9,8.8,9.1,8.4,8.7,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,8.8,9.1,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,9.3,8.2,,,
32K274,P.S. 274 Kosciusko,ES,8.4,8.5,8.1,8.3,8.6,8.5,8.3,8.5,8.9,8.5,8.3,8.5,7.9,8.4,8.6,8.4,8.1,8.2,8.2,7.9,7.6,8.3,8.5,8.4,8.5,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,Not Scored,8.3,8.5,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.9,8.5,,,
32K291,J.H.S. 291 Roland Hayes,MS,8.1,7.9,7.5,7.8,7.9,7.6,7.9,8.0,8.1,7.8,7.8,8.0,8.0,7.9,8.1,8.0,8.0,7.8,8.0,7.8,7.7,8.0,7.9,8.0,8.0,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.6,Not Scored,7.7,7.7,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.6,8.5,,,
32K296,I.S. 296 - The Anna Gonzalez Community School,MS,8.1,8.2,7.9,8.3,8.2,8.0,8.2,8.3,8.4,8.3,8.1,8.3,7.7,8.4,8.4,8.2,8.3,8.1,8.4,7.8,8.0,8.4,8.4,8.3,8.2,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.0,7.7,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,8.3,8.2,,,
32K299,P.S. 299 Thomas Warren Field,ES,7.7,8.2,8.2,8.2,8.3,8.3,8.4,8.5,8.2,8.3,8.1,8.2,7.8,8.3,8.2,8.3,8.2,8.2,8.1,8.0,7.8,8.3,8.4,8.4,8.2,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,7.9,7.4,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,7.1,7.0,,,
32K347,I.S. 347 School of Humanities,MS,8.2,8.0,7.5,7.8,8.0,7.5,8.2,8.2,8.5,7.8,7.8,8.1,7.6,8.4,8.3,8.1,8.2,8.0,8.2,7.8,7.5,8.2,7.6,7.7,8.1,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.5,Not Scored,7.9,8.1,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.5,8.0,,,
32K349,"I.S. 349 Math, Science & Tech.",MS,7.8,8.0,7.5,7.8,8.2,7.8,7.9,8.0,8.3,7.9,7.6,7.9,7.9,8.1,8.0,7.9,8.0,8.0,8.1,7.9,7.8,7.9,7.9,8.0,7.8,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,8.0,7.8,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.0,7.9,7.8,,,
32K376,P.S. 376,ES,8.6,8.6,8.4,8.7,8.8,8.5,8.3,8.7,8.9,8.5,8.4,8.7,8.3,8.6,8.6,8.6,8.5,8.5,8.6,8.3,8.3,9.0,8.9,8.5,8.7,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.6,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.8,8.8,,,
32K377,P.S. 377 Alejandrina B. De Gautier,ES/MS,7.7,7.9,7.6,7.6,8.1,7.8,7.6,8.2,8.4,8.0,7.8,7.8,7.4,8.0,8.1,8.0,7.9,8.0,8.0,7.6,7.4,7.9,7.4,7.7,8.0,7.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.4,Not Scored,7.7,7.7,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.4,7.3,,,
32K383,J.H.S. 383 Philippa Schuyler,MS,8.3,8.1,7.7,8.0,8.4,7.6,7.6,8.4,8.6,8.0,7.9,8.2,7.8,8.5,8.2,8.1,7.8,8.0,8.2,7.8,7.3,7.7,8.4,8.3,8.3,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.6,Not Scored,8.1,8.1,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.8,8.7,,,
32K384,P.S. /I.S. 384 Frances E. Carter,ES/MS,7.8,8.1,7.6,8.1,8.1,7.8,8.1,8.2,8.6,7.8,7.8,8.2,7.4,8.0,8.0,8.1,7.9,7.8,7.9,7.7,7.3,8.2,8.3,8.1,8.2,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.2,8.0,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.4,7.3,,,
32K403,Academy for Environmental Leadership,HS,8.7,8.8,8.4,8.5,9.1,8.5,8.6,9.1,9.2,8.8,8.6,8.8,8.6,8.8,8.9,9.0,8.7,8.7,8.9,9.0,8.9,8.6,8.5,8.7,8.6,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.6,8.7,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.4,8.2,,,
32K545,EBC High School for Public Service–Bushwick,HS,8.3,8.3,8.0,8.4,8.5,8.1,8.2,8.6,8.5,8.3,8.1,8.2,8.1,8.4,8.4,8.4,8.4,8.3,8.3,8.4,8.3,8.4,8.5,8.4,8.4,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.7,Not Scored,8.3,8.2,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.0,8.1,,,
32K549,Bushwick School for Social Justice,HS,8.7,8.7,8.4,8.4,9.0,8.4,8.7,8.7,8.9,8.7,8.7,8.7,8.4,8.8,8.6,8.8,8.7,8.8,8.7,8.7,8.5,8.3,8.5,8.7,8.6,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.8,Not Scored,8.5,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,8.6,8.5,,,
32K552,Academy of Urban Planning,HS,8.1,8.2,7.9,8.1,8.5,7.8,7.8,8.5,8.5,8.1,8.2,8.4,8.0,8.1,8.1,8.3,8.3,8.2,8.1,8.2,8.1,7.8,8.5,8.4,8.4,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.1,Not Scored,8.3,7.9,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,8.0,8.2,,,
32K554,All City Leadership Secondary School,MS/HS,9.0,9.0,8.7,9.3,9.2,8.8,8.9,9.3,9.3,9.1,8.8,9.0,9.1,9.3,9.1,9.0,9.1,9.0,9.3,9.0,9.0,9.5,9.3,9.3,9.0,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.4,Not Scored,8.9,9.1,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.8,,,
32K556,Bushwick Leaders High School for Academic Excellence,HS,8.5,8.7,8.3,8.6,8.9,8.7,8.6,9.0,9.1,8.7,8.6,8.6,8.1,8.5,8.5,8.4,8.5,8.5,8.6,8.5,8.6,8.8,8.7,8.5,8.6,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.5,8.2,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.4,8.5,,,
32K562,Evergreen Middle School for Urban Exploration,MS,8.3,8.5,8.1,8.5,8.4,8.3,8.2,8.8,8.9,8.3,8.2,8.3,8.3,8.7,8.5,8.3,8.5,8.6,8.5,8.0,8.2,8.9,8.5,8.3,8.7,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.5,8.5,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,7.8,8.3,,,
32K564,Bushwick Community High School,HST,8.2,8.0,7.7,8.0,7.8,7.7,7.8,8.2,8.2,7.9,8.3,7.9,8.1,8.6,7.8,8.3,8.1,8.2,8.2,8.2,7.9,8.3,8.2,8.1,7.6,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.9,Not Scored,8.3,8.0,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,8.6,7.9,,,
75K004,P.S. K004,D75,8.9,9.1,8.8,9.0,9.3,9.2,8.9,9.2,9.3,8.9,9.0,9.1,8.9,8.9,8.9,9.0,9.0,9.0,8.8,8.4,8.4,9.1,9.2,9.1,N/A,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,Not Scored,9.2,9.1,9.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,9.2,8.9,,,
75K036,P.S. 36,D75,8.1,8.2,8.1,8.5,8.2,8.2,7.9,8.3,8.4,8.1,8.2,8.2,8.1,8.2,8.2,8.2,8.1,8.2,8.1,7.9,7.8,8.4,8.6,8.6,N/A,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,Not Scored,8.3,8.1,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.0,8.0,,,
75K053,P.S. K053,D75,8.7,8.9,8.6,9.1,9.0,8.9,8.6,9.2,9.2,8.8,8.9,8.9,8.5,8.8,8.9,8.9,8.8,8.7,8.7,8.3,8.4,9.2,9.2,9.0,N/A,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,Not Scored,8.9,8.8,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.7,8.5,,,
75K077,P.S. K077,D75,8.3,8.7,8.3,8.7,8.8,8.7,8.2,9.1,9.1,8.6,8.7,8.8,8.2,8.5,8.6,8.5,8.4,8.3,8.1,7.5,7.6,8.6,8.9,8.8,N/A,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,Not Scored,8.9,8.6,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.5,7.9,,,
75K140,P.S. K140,D75,8.3,8.4,8.1,8.7,8.4,8.4,7.9,8.7,8.9,8.5,8.6,8.6,8.1,8.5,8.4,8.5,8.2,8.4,8.4,8.3,8.0,8.8,8.6,8.7,N/A,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.2,Not Scored,8.4,8.4,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.3,7.7,,,
75K141,P.S. K141,D75,8.3,8.6,8.2,8.6,8.7,8.6,8.2,8.9,8.9,8.5,8.3,8.6,8.3,8.4,8.2,8.5,8.2,8.1,8.1,7.5,7.6,8.6,8.6,8.5,N/A,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.1,Not Scored,9.0,8.6,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.6,7.8,,,
