index,dbn,reading,math,writing,name,schooltype,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,s_q1b,s_q1c,s_q1d,s_q1e,s_q1f,s_q1g,s_q2a,s_q2b,s_q2c,s_q2d,s_q3,s_q4a,s_q4e,s_q4f,s_q4g,s_q4h,s_q4i,s_q4j,s_q4k,s_q5a,s_q5b,s_q6a,s_q6b,s_q6c,s_q7a,s_q7b,s_q11a,s_q11b,s_q11c,s_q11d,s_q11e,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q4c,p_q5a,p_q5b,p_q5c,p_q9,p_q10a,p_q10b,aca_t_13,com_t_13,eng_t_13,saf_t_13,t_q1a,t_q1b,t_q1c,t_q1d,t_q1e,t_q1f,t_q1g,t_q1h,t_q2a,t_q2b,t_q3a,t_q3b,t_q3c,t_q3d,t_q4a,t_q4b,t_q4c,t_q4d,t_q4e,t_q4f,t_q4g,t_q5,t_q6a,t_q6b,t_q6c,t_q7a,t_q7b,t_q7c,t_q8a,t_q8b,t_q8c,t_q9a,t_q9b,t_q9d,t_q10a,t_q10b,t_q10c,t_q10d,t_q10e,t_q10f,t_q11a,t_q11b,t_q11c,t_q11d,t_q11e,t_q11f,t_q11g,t_q11h,t_q11i,t_q11j,t_q11k,t_q11l,t_q11m,t_q12a,t_q14a,t_q14b,t_q14c,t_q14d,t_q15a,t_q15b,t_q15c,t_q15d,t_q16a,t_q16b,t_q16c
230,14K449,586,584,570,"Brooklyn Latin School, The",HS,8.50244,8.02413,6.9015,8.13546,9.32755,8.75536,8.09422,8.69635,7.95896,5.61828,9.23448,8.33333,7.4622,8.27419,8.01724,7.16304,9.37366,8.0609,8.8758,8.62179,6.94924,8.4086,7.64485,8.40323,8.06034,7.36905,7.09052,7.62392,8.22354,7.21861,5.30579,7.99242,9.05098,8.28694,8.73118,9.27419,7.1,8.7,8.2,8.6,9,8.3,8.5,9,8.8,8.6,8.7,8.9,7.6,9.1,8.7,8.8,8.9,8.8,9,8.9,8.3,8.5,8.7,8.7,8.2,8.4,6.6,8.8,8.9,8.9,2.5,2.5,2.5,9.14695,9.14315,8.57289,9.31183,9.75806,9.03226,7.25,6.37097,9.35484,9.19355,9.75806,9.33333,9.35484,9.59677,9.83871,8.83333,8.22581,9.83871,8.79032,7.41935,9.91935,9.51613,9.1129,9.59677,7.75,9.41667,9.59677,9.91935,9.67742,9.35484,9.59677,8.62903,9.03226,9.43548,9.75806,9,8.79032,7.41071,7.5,8.79032,8.70968,8.75,8,6.2,9.91935,9.75806,9.91935,9.59677,8.46774,9.51613,9.67742,9.43548,9.1129,7.58065,8.95161,9.67742,9.59677,8.62903,NA,NA,NA,NA,NA,NA,NA,NA,9.51613,8.79032,9.35484
231,14K454,407,386,396,Green School: An Academy for Environmental Careers,HS,7.29463,7.46221,6.28906,5.90483,7.7454,7.85276,7.59259,7.48466,7.85276,5.1227,7.6227,7.83951,6.57813,7.71605,7.23602,6.31173,8.09091,6.58537,6.57576,5.86364,5.79755,7.0303,6.95455,6.62121,7.47283,6.25,4.27632,4.00662,5.03333,4.16667,5.68627,6.45,5.29605,6.58621,7.08609,6.66118,8.4,8.2,8,8.2,8.5,7.8,7.9,8.7,8.5,8.6,8.3,8.4,8.4,8.5,8.4,8.5,8.3,8.3,8.7,8.1,8.4,8.4,8,8.4,8,8,5.5,8.4,8.3,8.2,8.2,8.8,8.8,7.55556,7.47396,7.42265,6.86111,7.91667,8.95833,8.33333,7.5,7.08333,8.33333,7.08333,8.54167,7.91667,8.33333,7.5,8.54167,7.29167,7.91667,7.29167,5.625,5.83333,7.70833,7.29167,7.91667,7.91667,7.91667,8.33333,8,8.75,7.91667,8.33333,8.33333,6.875,5.41667,4.79167,7.70833,7.91667,7.08333,6.36364,6.875,7.29167,8.33333,5.83333,7.5,5.625,6.875,7.5,6.04167,5.83333,7.70833,5.83333,6.875,8.75,6.66667,5.83333,6.45833,8.95833,6.45833,NA,NA,NA,NA,NA,NA,NA,NA,6.45833,7.70833,7.08333
232,14K474,364,379,371,PROGRESS High School for Professional Careers,HS,7.99714,7.41407,7.32229,7.31458,8.58418,8.33476,7.97782,8.16126,8.25641,6.38937,8.61254,6.84615,6.90292,8.22952,7.59402,6.97256,8.85823,7.59021,8.04889,7.47863,7.15385,8.12072,7.41824,7.8125,8.13348,7.12806,5.66014,5.7931,6.36792,6.4076,7.59549,8.54867,6.69014,7.86661,7.89591,7.7993,8.3,8.5,8.4,8.5,8.6,8.4,8.5,8.9,8.9,8.7,8.6,8.6,8.5,8.6,8.6,8.6,8.6,8.5,8.7,8.7,8.5,8.5,8.5,8.5,8.6,8.5,6.3,8.3,8.2,8.2,8,7.6,7.7,8.22697,8.14134,7.72989,8.22141,8.31633,8.36735,7.34694,6.42857,8.41837,8.46939,7.7551,7.96875,8.26531,8.82653,7.95918,8.31633,7.5,8.21429,8.26531,7.39796,7.95918,7.95918,8.21429,8.22917,8.41837,8.95833,7.97872,7.65957,8.67021,8.125,8.54167,8.80208,7.96875,6.35417,6.77083,7.70833,8.56383,7.44565,6.77083,8.02083,8.38542,8.33333,8.69792,7.65957,7.70833,7.76042,9.21875,8.22917,7.44792,8.95833,7.55319,8.17708,9.21875,7.70833,7.86458,8.19149,9.27083,8.28125,NA,NA,NA,NA,NA,NA,NA,NA,7.44792,7.44792,8.22917
233,14K477,413,396,395,School for Legal Studies,HS,7.14316,7.18528,6.32747,6.48649,7.76198,7.3209,7.04683,6.86377,6.84524,4.7006,7.92537,7.24036,5.96439,7.17359,6.77612,6.70896,8.3457,6.94611,7.38095,6.95522,6.51786,7.61905,7.26866,7.60542,7.56667,5.85616,4.5,4.58584,5.70997,5.97139,6.45958,7.73065,5.27027,6.78358,7.56737,6.46707,7.8,7.9,7.6,8,8.1,7.6,7.9,8.3,8.1,7.9,7.9,8,8,8.3,8,8.2,8.1,8,8.2,8,7.9,8.3,7.7,7.7,8,8.1,5.2,7.5,7.7,7.8,8,6.7,7.2,7.11308,5.96026,6.21579,6.97898,6.35135,5.87838,5.20833,4.86111,5.27778,6.75676,4.72222,5.20833,5.33784,5.55556,7.01389,7.16216,5.90278,6.875,6.95946,6.89189,7.36111,7.08333,7.21429,7.63889,6.42857,8.10811,5.55556,7.5,7.90541,6.95946,7.98611,7.5,5.27027,4.45946,4.86486,7.01389,7.43243,6.73611,4.26471,6.74242,6.59091,6.36364,7.05882,6.14286,6.25,6.55405,7.56757,6.82432,6.55405,7.77027,6.01351,7.5,7.77778,7.01389,7.01389,6.48649,8.58108,8.04054,NA,NA,NA,NA,NA,NA,NA,NA,7.07143,7,7
234,14K478,398,421,396,"The High School for Enterprise, Business and Technology",HS,7.65808,7.25056,6.94584,6.95532,8.2345,7.80405,7.59459,7.5,7.87062,5.57951,8.40054,6.96622,6.60135,7.68817,7.35255,6.93243,8.6126,7.18329,7.63405,6.92204,6.62634,7.62769,7.19086,7.15259,7.96642,6.29765,5.38723,5.36388,6.18529,6.29404,7.39865,8.30801,6.8595,7.3489,7.45179,8.10083,8,8.2,7.9,8.2,8.5,8,7.7,8.7,8.6,8.2,8.2,8.4,8.2,8.4,8.4,8.4,8.2,8.3,8.5,8.2,8.3,8.3,8.2,8.2,8.3,7.9,5.2,8.3,8.3,8.4,7.3,7.3,6.5,8.38962,8.33262,7.89001,7.98388,8.25581,8.31395,7.96512,6.22093,8.19767,8.66279,8.13953,8.31395,8.25581,8.77907,7.96512,8.37209,8.02326,8.83721,7.55814,7.90698,8.60465,8.48837,8.48837,8.13953,7.90698,8.80682,8.46591,8.23864,9.20455,8.48837,8.83721,9.12791,8.23864,7.21591,7.72727,7.61628,7.7907,7.61628,7.38636,8.54651,8.57955,8.46591,6.42045,7.09302,7.5,7.84091,8.92045,7.61364,6.875,8.52273,7.10227,7.90698,8.92045,8.23864,7.38636,8.37209,7.89773,8.31395,NA,NA,NA,NA,NA,NA,NA,NA,8.46591,8.13953,8.89535
235,14K488,367,373,350,Brooklyn Preparatory High School,HS,7.58791,7.3505,6.55848,6.91727,8.17308,7.94728,7.29167,7.52404,7.81457,4.92765,8.125,7.5873,6.65049,7.65273,7.45981,6.94888,8.29618,7.10737,7.82051,7.12219,6.93109,7.66077,7.17252,7.44373,7.82839,6.56593,4.94373,5.22727,5.9375,5.55825,6.2785,7.83223,6.56146,7.40864,7.95987,7.80612,8.1,8.1,7.8,8.1,8.5,7.7,7.6,8.5,8.3,8,8.1,8.3,8,8.4,8.2,8.3,8.2,8.3,8.4,8.3,7.9,8.3,8.3,8.2,8.2,7.5,5.7,8,8.3,8.3,7.8,8,7.4,8.04396,8.09234,7.78965,7.79299,8.48214,7.76786,7.41071,8.48214,8.57143,8.30357,7.68519,8.125,8.125,7.58929,7.85714,8.57143,7.32143,8.48214,7.94643,8.48214,7.58929,7.85714,7.32143,7.76786,7.05357,8.57143,7.94643,8.57143,9.375,8.83929,9.375,8.66071,7.94643,6.96429,7.58929,7.05357,8.21429,6.38889,7.12963,8.125,8.125,7.85714,7.98077,6.53846,6.60714,7.5,8.39286,7.85714,7.14286,8.39286,6.51786,8.05556,8.48214,7.32143,8.03571,8.125,8.39286,8.125,NA,NA,NA,NA,NA,NA,NA,NA,7.85714,7.41071,8.03571
236,14K558,363,385,364,Williamsburg High School for Architecture and Design,HS,8.98161,8.79985,8.67075,8.57309,9.09509,8.98357,8.61507,9.05738,9.00713,8.26923,9.18367,8.87475,8.45603,9.07201,8.91039,8.84937,9.22764,8.74745,8.86965,8.73469,8.76531,9.0051,8.90974,8.58896,9.17939,8.36057,8.15083,8.19018,8.42988,8.40862,8.70163,8.64948,8.13272,8.57884,8.75258,8.83576,8.6,8.7,8.2,8.6,8.9,8.3,8.4,8.8,9,8.7,8.4,8.7,8.4,8.8,8.6,8.7,8.7,8.6,8.7,8.6,8.5,8.4,8.8,8.7,8.9,8.3,5.3,8.7,8.8,8.6,8.6,8.6,8.4,9.69112,9.76868,9.51887,9.40402,9.83333,9.73214,9.74138,9.65517,9.82759,9.83333,9.82759,9.82759,9.82759,9.91379,9.66667,9.66667,9.58333,9.66667,9.25,9.41667,9.58333,9.41667,9.58333,9.58333,9.56897,9.83333,9.75,9.25,9.33333,9.5,9.66667,9.83333,9.33333,9.41667,9.66667,9.41667,9.41667,9.41667,9.41667,9.66667,9.75,9.83333,9.55357,9.39655,9.5,9.66667,10,9.66667,9.25,9.41667,9.25,9.41667,9.75,9,9.39655,9.5,9.41667,8.16667,NA,NA,NA,NA,NA,NA,NA,NA,9.66667,9.91667,10
237,14K561,397,410,380,Williamsburg Preparatory School,HS,8.49159,8.32517,7.61077,7.95279,9.03162,8.82643,8.62871,8.62376,8.56016,6.26976,9.0625,8.20437,7.72321,8.59218,8.34661,7.66434,8.93281,8.26238,8.73024,8.18948,7.68812,8.35813,8.14243,8.085,8.57239,7.67094,6.71471,6.88623,7.27545,7.12151,7.2261,8.47416,7.80938,8.09859,8.73506,8.77745,8.9,8.9,8.3,8.7,9.1,8.7,8.6,9,9.1,8.8,8.9,8.9,8.7,9,8.9,9,9.1,9,9.1,9,8.7,8.7,8.7,8.8,8.5,8.5,4.5,8.8,8.9,8.9,8.8,8.7,8.7,9.04352,9.05556,8.48577,8.63973,8.55556,9.05556,8.44444,7.5,9.5,9.11111,9.16667,9.33333,9.11111,9.11111,8.55556,9.11111,8.88889,9.66667,8.55556,7.66667,9.11111,9.05556,8.88889,9.22222,7.72222,9.38889,9.38889,9.11111,9.44444,8.69318,9.31818,9.26136,8.66667,8.55556,8.94444,6.94444,8.72222,7.11111,8.02326,8.88889,9.22222,9.05556,9.60227,8.09524,8.88889,8.55556,9.77778,9,7.88889,8.88889,8.61111,9,9.38889,7.83333,7.44444,8.125,8.88889,8.88889,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8.77778,8.69318
238,14K586,371,377,355,Lyons Community School,MS/HS,7.85791,7.88335,7.03528,6.53726,8.36788,8.32468,8.20026,8.02219,8.11039,5.96104,8.40551,8.06789,7.35488,8.34204,7.5853,6.55039,9.01948,7.40933,7.40234,6.9401,6.37435,7.85901,7.38189,7.87599,8.04902,6.58955,5.22546,4.96658,5.85121,4.26781,6.40212,7.88978,6.05228,6.68733,6.93548,6.45553,8.3,8.3,7.6,7.9,8.8,7.9,8,8.6,8.6,8.1,8.1,8.2,7.6,8.4,8.4,8.4,8.5,8.3,8.4,8.1,7.7,7.6,7.7,8.2,8.2,8.1,4.3,8.4,8.3,8.2,8.5,8.3,8,8.20076,8.25132,8.20064,7.5725,7.95918,9.03061,8.64583,7.90816,8.97959,8.16327,7.34375,9.32292,9.08163,8.92857,8.97959,9.08163,8.03191,8.77551,8.21429,7.34694,7.44792,8.0102,7.60204,7.81915,7.97872,9.33673,8.62245,9.18367,9.59184,9.18367,9.13265,8.46939,8.21429,7.2449,6.9898,7.66304,8.69565,7.55682,7.27778,8.24468,8.20652,8.56383,8.33333,6.86047,6.01064,7.66304,8.98936,7.23404,6.25,9.04255,6.96809,8.40426,9.22222,5.95745,6.75532,5.92391,9.20213,7.07447,NA,NA,NA,NA,8.625,6.875,7.75,8.75,7.4,7.5,7.60417
239,14K610,367,376,350,Automotive High School,HS,7.34077,7.36322,6.59176,6.13308,7.57202,7.62448,7.08848,7.69547,7.47934,5.54752,7.6556,7.78243,6.54812,7.75316,7.42616,6.58511,8.17149,6.77083,6.82292,6.34855,6.16736,7.45851,7.21875,7.04449,7.55068,6.21287,4.59544,4.56067,5.44492,6.03125,6.54167,7.39583,5.44606,6.03376,6.46186,5.28361,8,8.1,7.8,8.2,8.4,7.3,8.4,8.8,8.7,7.9,8.3,7.8,8.2,8.5,8.1,8.4,8.2,7.9,8.2,8,8,8.5,8.1,8.2,7.9,7.9,5.6,8,7.7,7.8,8,7.7,7.5,6.50637,6.08223,6.06076,6.24854,5.875,6.875,5.70513,5.44872,5.75,6.9375,5.5625,5.75,5.6875,6.0625,6.60256,7.43421,5.67568,6.51316,6.47436,6.08974,5.39474,5.51282,5.64103,6.44737,6.64474,7.94872,5.89744,7.62821,8.15789,5.875,7.375,7.0625,5.5625,5.0625,4.74359,5.32895,5.98684,4.57143,4.51389,6.11842,7.05128,6.84211,5.60811,5.60811,5,5.39474,7.77027,5.72368,5.39474,8.02632,5.47297,7.82895,8.05556,4.73684,7.5,4.80263,6.84211,7.2973,NA,NA,NA,NA,NA,NA,NA,NA,5.92105,6.44737,7.89474
240,14K632,382,372,368,Frances Perkins Academy,HS,7.96227,8.14298,7.06547,6.96499,8.16372,8.29646,7.96875,8.44298,7.85398,6.15044,8.55263,8.67257,7.81532,8.44595,7.96875,7.72727,7.89823,7.39035,7.39035,7.0614,6.62281,7.69912,7.78761,7.23451,7.89326,7.92056,5.85586,5.85586,6.27273,6.5,6.07798,8.10268,5.99099,6.57407,7.04545,7.65625,8,8.1,7.7,8.3,8.7,7.8,8,8.8,8.7,7.4,8,8.3,7.7,7.9,7.9,8.4,8.3,7.9,8.2,8.3,8.3,8.4,8.2,8.3,8.3,8.1,5,7.7,8.2,8.3,7.5,7.3,7.9,6.83059,6.4114,6.3823,7.00366,6.15385,6.25,6.07143,6.07143,6.60714,6.92308,4.28571,5.71429,5.71429,6.42857,7.88462,7.14286,6.07143,7.32143,7.14286,4.46429,6.25,6.96429,6.96429,6.78571,6.42857,8.57143,7.11538,5,8.03571,7.5,7.85714,6.96429,5.89286,5.17857,4.28571,6.60714,7.14286,5.71429,5.53571,7.85714,7.67857,7.67857,6.07143,6.53846,5.76923,6.78571,8.39286,7.14286,5.53571,7.85714,5.71429,7.32143,8.65385,6.07143,7.14286,7.67857,7.67857,8.03571,NA,NA,NA,NA,NA,NA,NA,NA,4.80769,7.30769,7.30769
241,14K685,359,335,341,El Puente Academy for Peace and Justice,HS,8.10431,8.19524,7.3791,7.7604,8.59375,8.53107,8.37143,8.62857,8.21839,6.36364,8.62216,8.75714,7.58621,8.22254,7.71552,7.02941,8.89205,7.93103,8.26705,8.31429,7.21591,8.03977,7.45714,7.9,8.45395,7.85294,6.1,6.36494,6.5896,7.62857,6.56069,8.92241,7.60057,7.72059,7.87356,8.84503,8.8,8.8,8.4,8.8,8.9,8.5,8.7,8.9,8.9,8.7,8.6,8.8,8.2,8.9,8.4,8.5,8.7,8.6,9,8.9,8.8,9,8.8,8.8,8.6,8.7,6.3,9,8.9,8.9,9,9.1,8.8,8.81868,8.54911,8.66108,8.80952,8.75,9.10714,8.03571,7.85714,8.75,8.92857,8.57143,8.92857,8.75,9.28571,7.67857,7.67857,7.14286,8.57143,9.64286,7.67857,7.85714,8.92857,8.57143,8.92857,9.46429,9.82143,9.64286,9.10714,9.82143,8.92857,9.64286,9.46429,8.39286,9.10714,8.39286,8.75,8.75,8.26923,7.85714,8.75,8.75,8.75,9.03846,8.07692,8.03571,8.39286,9.46429,8.92857,8.92857,9.10714,8.21429,8.57143,9.64286,8.57143,8.39286,8.57143,9.46429,9.28571,NA,NA,NA,NA,NA,NA,NA,NA,7.5,9.23077,8.65385
242,15K429,361,367,383,Brooklyn School for Global Studies,MS/HS,7.58804,7.21406,6.15994,6.59589,8.18386,7.96171,7.32877,7.58028,7.77149,4.86364,8.23394,7.57919,6.59091,7.68349,6.84332,6.76724,8.59865,6.89773,7.56849,6.89189,6.85811,7.92237,6.73423,6.39952,6.60985,5.91623,5.24876,5.21684,6.25641,4.92462,5.83756,8.00505,6.38889,6.32732,6.93878,7.7356,7.4,7.8,7.4,7.6,8.2,7.6,7.7,7.8,8.6,8.2,7.6,8.2,6.9,7.7,7.1,7.8,7.8,7.2,7.7,7.2,7.2,7.9,7.8,8.3,7.6,6.5,5.9,7.6,7.4,7.4,8,7,6.4,6.00403,4.575,5.11034,7.04889,4.47917,3.4,4.4,3.02083,4.7,5,2.8,3.5,3.6,5.1,6.7,6.5,3,6.1,6.4,5.6,6.1,6.25,5.10417,5.20833,5.72917,7.69231,3.9,6.14583,8.4375,7.7,7.8,7.7,5.6,3.1,4.47917,4.13043,6.77083,2.82609,4.58333,6.45833,6.5625,5.41667,6.875,4.28571,6.4,6.3,7.70833,8.4,6.8,8.1,5.6,7.6,7.9,7.5,7.4,8,5.72917,7.39583,NA,NA,NA,NA,5.83333,5,7.5,5,4.47368,5.26316,6.44737
243,15K448,393,399,387,Brooklyn Secondary School for Collaborative Studies,MS/HS,7.96227,7.68701,6.8167,7.00789,8.29983,8.12609,7.75177,8.19788,7.75877,5.45694,8.73462,7.95972,7.08703,7.9682,7.63766,7.44156,8.77622,7.30736,7.63251,7.42518,7.25835,7.94737,7.34956,7.56673,8.12354,6.06791,5.88681,5.22973,6.6819,5.65766,6.10862,7.35455,6.6953,7.04251,7.68704,8.65876,8.3,8.3,8.1,8.2,8.3,7.9,8.1,8.7,8.9,8.5,8.4,8.6,7.8,8.5,8.3,8.5,8.5,8.3,8.4,8.2,7.9,8.3,8.4,8.4,8.4,7.8,6.4,8.1,8,8.3,7.9,8.2,7.8,7.62054,6.93007,6.95174,7.50572,7.23404,7.71277,5.44444,5.21739,7.02128,6.63043,5.92391,7.82609,6.91489,7.5,7.28261,7.02128,5.65217,8.09783,7.92553,6.95652,7.71277,8.1383,7.34043,7.71739,5.79787,8.93617,6.38298,8.15217,9.41489,8.91304,9.07609,8.05556,7.01087,5.79787,6.46739,6.05556,7.44444,5.69767,6.55556,8.08511,7.97872,8.26087,6,4.94186,5.92391,6.5,8.09783,7.28723,6.06383,8.61702,6.96809,8.09783,9.3617,5.74468,7.44681,8.08511,8.88298,8.45745,NA,NA,NA,NA,6.93182,7.27273,7.61364,5.95238,8.1,8.2,9
244,15K462,398,411,394,Secondary School for Law,MS/HS,7.12227,7.15532,5.83925,6.12643,8.07961,7.59669,7.04235,7.11433,7.04545,4.43526,7.95014,7.72222,6.10111,7.12017,6.58587,5.9438,8.48214,6.35734,7.04986,6.39889,6.40141,7.04861,6.70139,6.53955,7.30952,5.50643,4.28867,4.25978,5.30453,3.87324,4.993,6.75,6.29944,6.5864,7.35876,7.40896,7.9,7.5,7.3,7.5,7.7,6.8,7.1,7.9,8,7.6,7.5,7.6,7.2,8,7.9,7.8,7.9,7.5,8,7.8,7.5,6.8,7.8,8.1,8.1,7.3,5.2,7.9,7.7,7.6,8.1,8.1,7.8,7.24337,6.67811,6.68267,7.38155,7.05357,7.23214,6.2963,6.2037,4.82143,7.5,5.38462,5.8,6.51786,6.42857,8.30357,7.41071,6.2963,8.51852,6.42857,5.35714,6.78571,7.05357,7.59615,7.03704,4.80769,8.39286,6.42857,7.67857,8.30357,7.68519,9.28571,8.61111,7.23214,5.08929,5.37037,6.94444,8.14815,5.55556,5.10417,7.98077,7.87037,7.59259,7.23214,5.625,7.14286,7.23214,8.48214,7.94643,6.69643,8.21429,6.48148,7.94643,8.07692,6.85185,7.58929,7.94643,7.11538,6.96429,NA,NA,NA,NA,7.5,7.5,7.5,7.5,6.38889,5.3,7.40385
245,15K463,397,391,381,Secondary School for Journalism,MS/HS,7.32438,7.16357,5.92221,6.12659,7.9881,7.65476,7.23934,7.41706,7.34524,5.07143,8.19905,7.64423,6.61836,7.58413,6.70732,5.96154,8.67925,6.70238,7.23684,6.31517,6.18421,6.93128,6.60714,6.26812,7.05224,5.68681,4.77053,4.68599,5.70732,4.05048,4.16667,6.3285,6.49272,6.60628,7.19807,7.01733,8.2,7.7,7.5,7.5,8,6.8,8.1,8.7,8.2,7.8,7.9,8,7.9,8.4,8,8.2,8.2,7.9,7.8,7.7,7.9,7.6,7.2,7.7,8.2,7.4,3.8,7.4,8,8.3,8.3,8.8,8,4.84342,2.60938,4.02458,4.31491,2.75,3,3.375,3.5,2.875,3,0.875,2,2.5,4.25,4.375,5.625,3.5,5.52632,5.375,1.875,5.125,4.125,4,4.25,4.875,7.75,2.63158,6,8.75,6.125,6.5,6.125,4.625,3.125,2.5,2.89474,4.25,3.125,3,2.125,3.25,3.81579,6.125,2.875,1.375,1.97368,3.25,3.25,2.5,6.75,5,7.375,7.375,2.5,5.75,2.125,4.875,7.625,NA,NA,NA,NA,NA,NA,NA,NA,4,3.125,3.5
246,15K464,379,416,380,Park Slope Collegiate,MS/HS,7.47376,7.26382,6.42697,5.93129,8.06,7.80364,7.65244,7.69309,7.84274,5.29472,8.14777,7.54065,6.83402,7.55123,7.17213,6.4199,8.5241,6.95344,6.99799,6.39558,6.43145,6.77846,6.59836,6.4898,7.72346,6.23288,4.71992,4.70954,5.52301,4.25311,5.32922,6.23941,5.1556,5.61966,5.90336,7.11134,8,8.2,7.9,8.3,8.4,7.8,7.7,8.7,8.8,8.2,8.1,8.1,7.7,8.4,8.2,8.2,8.5,8,8.2,8.2,8.2,8.3,8.3,8.6,8.3,8,5.7,8.4,8,8.1,7.5,7.8,7.2,7.96859,7.79583,7.71583,7.01153,8.9,8.4,7.3,7.91667,7.5,8.8,7.4,8.1,8.2,8,8.5,7.2,6.66667,8.5,8.5,6.7,7.9,7.7,7.9,8.3,8.02083,8.22917,8.1,6.7,9,8.02083,8.5,8.4,7.6,7,6.5625,7.8125,8.02083,7.14286,7.3,7.1,7.8,7.8,6.77083,7.04545,4.78261,5.4,7.7,6.8,6.5,8.9,7.1,8.36957,9.2,5.9,6.5,7.2,7.1,6.9,NA,NA,NA,NA,8.33333,7.5,8.75,8.75,8.38235,6.66667,7.5
247,15K497,405,415,392,School for International Studies,MS/HS,7.54564,7.27723,6.39227,6.40665,7.83514,7.76364,7.55474,7.70833,7.7381,6.05596,8.04152,7.44545,6.58759,7.66484,7.37085,6.52644,8.50358,6.94139,7.09091,6.55109,6.28182,7.18978,6.8315,6.56481,7.15241,5.84025,5.22321,5.16129,6.30396,5.05338,5.22401,7.30216,5.92626,6.53704,6.9837,7.98736,8.1,8.2,7.7,8.3,8.5,7.7,7.5,8.6,9.1,8.2,8,8.7,8.1,8.7,8.6,8.5,8.8,8.2,8.3,7.9,8.1,8.6,8.4,8.5,7.8,7.7,3.8,8.2,7.8,8.8,6.9,7.5,7.5,6.08888,4.98719,5.34627,6.43452,5.35714,4.19643,4.82143,4.62963,4.62963,5.80357,3.75,3.92857,3.57143,5,6.16071,7.23214,4.46429,6.48148,5.26786,3.66071,6.78571,6.25,5.17857,5.71429,5,8.30357,4.28571,5.08929,8.75,6.51786,8.125,6.75926,6.42857,4.375,5.71429,5.27778,5.64815,4.16667,4.8,5.89286,6.42857,6.75926,5.35714,3.33333,4.10714,4.19643,7.32143,7.23214,5.44643,8.39286,6.69643,7.94643,8.21429,5.89286,6.51786,7.76786,6.69643,6.78571,NA,NA,NA,NA,5,5,7.08333,7.08333,4.21875,4.84375,7.34375
248,15K519,398,402,385,Cobble Hill School of American Studies,HS,8.18451,7.90368,7.2982,7.87432,8.86364,8.43511,8.15637,8.39695,8.2729,6.78295,8.75,7.66346,7.09924,8.13931,7.81489,7.42248,8.75947,7.62405,8.19923,8.05133,7.7958,8.01158,7.89122,8.03435,8.37558,7.36784,6.13462,6.16346,6.99038,6.57443,6.6092,9.29658,8.14885,8.63118,8.90267,8.92857,8.5,8.4,8.1,8.3,8.5,8.3,8.4,8.6,8.5,8.1,8.3,8.5,8.3,8.4,8.7,8.7,8.7,8.5,8.7,8.5,8.4,8.2,8.5,8.5,8.4,7.9,6.4,8.4,8.6,8.6,8.3,8.3,8,8.08831,7.13816,7.58991,7.77845,6.90789,7.22973,7.09459,7.63158,6.77632,7.69737,5.98684,7.2973,6.90789,7.10526,8.42105,8.15789,7.17105,8.15789,7.5,6.64474,7.30263,7.56757,7.77027,7.7027,8.22368,8.81579,7.5,7.76316,8.68421,8.71622,9.27632,9.07895,7.03947,5.85526,7.10526,8.51351,8.26389,7.98611,7.22222,7.63158,8.02632,8.09211,7.82895,7.63514,6.97368,6.90789,8.81579,8.61842,8.02632,8.22368,6.44737,7.89474,8.02632,6.84211,8.15789,7.89474,7.89474,8.15789,NA,NA,NA,NA,NA,NA,NA,NA,7.63158,7.96053,8.55263
249,15K530,368,365,368,Metropolitan Corporate Academy High School,HS,7.19215,7.32881,6.38271,7.37067,7.17391,7.55682,7.21591,7.15116,7.15909,5.73864,7.83333,7.82609,6.55556,7.22222,7.32955,6.79348,7.77174,6.98864,7.61111,7.61111,7.15909,7.38889,6.94444,7.55556,7.35294,6.51163,5.63953,5.625,5.93023,6.41304,5.27778,8.91304,7.88889,8.11111,8.69318,8.06818,7.8,8,7.8,8.2,8.1,7.1,7.7,8.1,8.5,8.3,7.5,7.8,7.4,8.2,7.9,8.1,8.1,8,7.6,7.5,8.1,8.3,8.6,8.7,8.4,7.4,6.8,8.4,8.1,7.8,7.5,7.5,7.5,8.5,8.01042,8.21491,8.61111,7.91667,7.5,7.5,7.5,7.91667,7.5,7,7.91667,9.16667,9.16667,8.75,8.33333,8.75,9.16667,8.75,7.91667,8.75,8.33333,8.33333,8.75,8.75,8.75,9,8.33333,8.75,8.33333,8.33333,8.75,9.16667,6.66667,8.33333,9.16667,8.33333,8.33333,7.91667,7.91667,7.91667,8.33333,7.5,8.33333,8.75,9.16667,9.58333,8.75,7.5,9.58333,8.33333,8.75,7.5,8.33333,7.08333,8.33333,7.91667,9.58333,NA,NA,NA,NA,NA,NA,NA,NA,8.33333,8.75,8.75
