dbn,X..of.SAT.Takers.in.2014,Avg.SAT.Critical.Reading.Score.in.2014,Avg.SAT.Math.Scores.in.2014,Avg.SAT.Writing.Scores.in.2014,school_name,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time
10X141,112,462,458,446,Riverdale / Kingsbridge Academy (Middle School / High School 141),6,12,10463,1355,,Biology; Calculus AB; English Literature and Composition; Psychology; Spanish Language and Culture; Spanish Literature and Culture; Statistics; Studio Art: 3-D Design; United States Government and Politics; United States History; World History,,8:20 AM,2:40 PM
10X213,45,385,411,372,Bronx Engineering and Technology Academy,9,12,10463,420,,Calculus AB; Chemistry; English Language and Composition; English Literature and Composition; Physics B; Spanish Language and Culture; Spanish Literature and Culture; United States History; World History,,8:15 AM,4:30 PM
10X225,59,397,383,388,Theatre Arts Production Company School,6,12,10457,581,,Calculus AB; English Literature and Composition,Calculus AB; English Language and Composition; Environmental Science; Music Theory; United States History; World History,8:30 AM,3:30 PM
10X237,86,394,388,400,The Marie Curie School for Medicine; Nursing; and Health Professions,9,12,10463,573,,Biology; English Literature and Composition; United States History,,8:00 AM,2:45 PM
10X243,45,377,390,365,West Bronx Academy for the Future,6,12,10458,611,,Art History; Chemistry; English Language and Composition; Spanish Language and Culture; United States History; World History,,8:30 AM,3:15 PM
10X268,64,321,363,307,Kingsbridge International High School,9,12,10468,443,International School,English Language and Composition,,7:45 AM,2:45 PM
10X284,54,390,400,379,Bronx School of Law and Finance,9,12,10463,435,,Calculus AB; English Language and Composition; Spanish Language and Culture; Spanish Literature and Culture,,8:00 AM,2:45 PM
10X319,s,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X342,23,356,380,354,International School for Liberal Arts,6,12,10468,543,,,,8:00 AM,3:45 PM
10X368,103,427,426,409,In-Tech Academy (M.S. / High School 368),6,12,10463,1036,,Calculus AB; English Language and Composition; English Literature and Composition; Environmental Science; Spanish Language and Culture; United States History; World History,,8:30 AM,3:30 PM
10X374,72,411,411,401,Knowledge and Power Preparatory Academy International High School (Kappa),9,12,10458,467,,,,7:30 AM,4:00 PM
10X397,16,296,336,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X430,5,410,356,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X433,67,363,358,356,High School for Teaching and the Professions,9,12,10468,499,,English Literature and Composition; Spanish Language and Culture; United States History,,8:45 AM,3:45 PM
10X434,56,400,387,403,Belmont Preparatory High School,9,12,10458,410,,Art History; Calculus AB; Chemistry; English Literature and Composition; Environmental Science; Spanish Language and Culture; Spanish Literature and Culture,,8:15 AM,3:45 PM
10X437,68,390,385,388,Fordham High School for the Arts,9,12,10458,407,,Biology; Computer Science A; English Language and Composition; English Literature and Composition; Music Theory; United States Government and Politics; United States History,Biology; Computer Science A; English Language and Composition; English Literature and Composition; Music Theory; United States Government and Politics; United States History,8:00 AM,3:45 PM
10X438,46,362,362,358,Fordham Leadership Academy for Business and Technology,9,12,10458,460,,Biology; English Literature and Composition; Spanish Language and Culture,,8:00 AM,4:00 PM
10X439,57,395,378,377,Bronx High School for Law and Community Service,9,12,10458,403,,Calculus AB; English Language and Composition; English Literature and Composition; Spanish Language and Culture; United States History; World History,,8:15 AM,4:00 PM
10X440,336,408,422,404,DeWitt Clinton High School,9,12,10468,2746,,Biology; Calculus AB; Calculus BC; Chemistry; English Language and Composition; English Literature and Composition; Environmental Science; European History; Macroeconomics; Physics B; Physics C: Electricity and Magnetism; Physics C: Mechanics; Spanish Language and Culture; Spanish Literature and Culture; Statistics; United States Government and Politics; United States History; World History,,8:00 AM,2:46 PM
10X442,73,421,416,417,Celia Cruz Bronx High School of Music; The,9,12,10468,436,,Biology; Chemistry; English Language and Composition; English Literature and Composition; Physics B; Spanish Language and Culture; Spanish Literature and Culture; United States History,,8:00 AM,3:45 PM
10X445,744,641,698,652,Bronx High School of Science,9,12,10468,3037,Specialized School,Art History; Biology; Calculus AB; Calculus BC; Chemistry; Chinese Language and Culture; Comparative Government and Politics; Computer Science A; English Language and Composition; English Literature and Composition; Environmental Science; European History; French Language and Culture; Human Geography; Italian Language and Culture; Japanese Language and Culture; Macroeconomics; Microeconomics; Music Theory; Physics B; Physics C: Electricity and Magnetism; Physics C: Mechanics; Psychology; Spanish Language and Culture; Spanish Literature and Culture; Statistics; Studio Art: 2-D Design; Studio Art: Drawing; United States Government and Politics; United States History; World History,,8:00 AM,3:45 PM
10X475,31,344,342,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X477,87,392,422,394,Marble Hill High School for International Studies,9,12,10463,447,,Biology; Calculus AB; English Literature and Composition; European History; Physics B; Spanish Language and Culture; Spanish Literature and Culture; United States History; World History,,8:30 AM,4:40 PM
10X503,s,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X546,64,382,379,383,Bronx Theatre High School,9,12,10463,435,,Biology; Calculus AB; English Literature and Composition; Spanish Literature and Culture; United States History,,8:40 AM,4:00 PM
10X549,52,386,418,386,Discovery High School,9,12,10468,542,,Biology; English Language and Composition; Environmental Science; United States History,,8:45 AM,3:45 PM
10X660,75,374,355,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X667,s,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X696,93,651,660,636,High School of American Studies at Lehman College,9,12,10468,387,Specialized School,Calculus AB; Chemistry; English Language and Composition; English Literature and Composition; Spanish Language and Culture; United States History; World History,,8:00 AM,3:00 PM
11X249,67,415,427,409,Bronx Health Sciences High School,9,12,10475,345,,,,7:15 AM,3:00 PM
11X253,46,413,372,404,Bronx High School for Writing and Communication Arts,9,12,10467,413,,English Literature and Composition; Environmental Science; Spanish Language and Culture,,8:00 AM,3:00 PM
11X265,75,396,375,374,Bronx Lab School,9,12,10467,476,,Biology,,8:45 AM,5:00 PM
11X270,50,383,356,381,Academy for Scholarship and Entrepreneurship: A College Board School,9,12,10466,437,,Biology; English Language and Composition; United States History,,8:00 AM,2:56 PM
11X275,81,379,385,368,High School of Computers and Technology,9,12,10467,556,CTE School,English Language and Composition; English Literature and Composition; United States History,,8:00 AM,3:00 PM
11X288,99,436,445,420,Collegiate Institute for Math and Science,9,12,10469,656,,Calculus AB; Chemistry; English Literature and Composition; Physics B; Spanish Language and Culture; Spanish Literature and Culture; Studio Art: Drawing,,8:15 AM,4:15 PM
11X290,55,389,389,403,Bronx Academy of Health Careers,9,12,10467,461,,English Language and Composition,,8:25 AM,3:15 PM
11X299,49,419,420,421,Astor Collegiate Academy,9,12,10469,474,,Biology; Chemistry; English Language and Composition; English Literature and Composition; Spanish Language and Culture; Statistics; United States History,,7:35 AM,3:55 PM
11X415,49,392,397,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11X417,s,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11X418,46,428,418,411,Bronx High School for the Visual Arts,9,12,10462,509,,English Literature and Composition; Environmental Science; United States History,,8:15 AM,2:45 PM
11X425,s,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11X455,171,390,385,384,Harry S Truman High School,9,12,10475,1911,,Biology; Calculus AB; Calculus BC; English Literature and Composition; Spanish Language and Culture; Statistics; Studio Art: 2-D Design; Studio Art: Drawing; United States History,,8:00 AM,3:00 PM
11X513,71,335,367,324,New World High School,9,12,10466,401,,Calculus AB; French Language and Culture; Spanish Language and Culture,French Language and Culture; Spanish Language and Culture,8:00 AM,3:00 PM
11X514,58,381,367,353,The Bronxwood Preparatory Academy,9,12,10466,414,,English Literature and Composition; United States History,,8:00 AM,3:00 PM
11X541,25,361,342,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11X542,79,414,408,403,Pelham Preparatory Academy,9,12,10469,480,,Biology; Calculus AB; Chemistry; English Language and Composition; English Literature and Composition; Environmental Science; Physics B; Spanish Language and Culture; Spanish Literature and Culture; United States Government and Politics; United States History,Environmental Science,8:15 AM,3:45 PM
11X544,49,360,367,348,High School for Contemporary Arts,9,12,10467,518,,,,8:00 AM,2:45 PM
11X545,43,414,372,371,Bronx Aerospace High School,9,12,10467,404,,Calculus AB; United States History,,9:00 AM,5:00 PM
12X242,67,382,419,391,Mott Hall V,6,12,10472,651,,English Literature and Composition; United States History,,8:00 AM,3:30 PM
12X245,s,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12X248,55,364,370,355,Metropolitan High School; The,9,12,10459,313,,English Literature and Composition; Spanish Language and Culture; Spanish Literature and Culture,,8:00 AM,4:00 PM
12X251,56,352,364,351,Explorations Academy,9,12,10460,357,,Biology; English Literature and Composition; Spanish Language and Culture; Spanish Literature and Culture; United States Government and Politics,,8:00 AM,3:30 PM
12X262,11,376,377,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12X267,51,381,393,390,Bronx Latin,6,12,10456,523,,Biology; Spanish Language and Culture; Statistics; United States History,,8:30 AM,3:15 PM
12X271,41,394,395,383,East Bronx Academy for the Future,6,12,10460,609,,English Language and Composition; Spanish Literature and Culture; United States Government and Politics; United States History,,8:30 AM,3:00 PM
12X278,29,310,341,319,Peace and Diversity Academy,9,12,10459,189,,English Language and Composition,,8:45 AM,3:15 PM
12X372,41,399,404,405,Urban Assembly School for Wildlife Conservation,6,12,10460,552,,Calculus AB; English Literature and Composition; Environmental Science; Studio Art: Drawing,,8:40 AM,3:00 PM
12X388,70,301,315,290,Pan American International High School at Monroe,9,12,10472,401,International School,Spanish Language and Culture; Spanish Literature and Culture,,8:30 AM,5:30 PM
12X446,8,354,381,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12X478,57,422,421,415,THE CINEMA SCHOOL,9,12,10472,318,,Biology; Calculus AB; English Language and Composition; Macroeconomics; United States Government and Politics; United States History,,8:30 AM,3:45 PM
12X479,33,391,392,394,Bronx Career and College Preparatory High School,9,12,10456,323,,,,8:00 AM,2:15 PM
12X480,6,385,328,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12X511,s,s,s,s,Bronx Envision Academy,9,12,10460,239,,,,8:25 AM,3:15 PM
12X550,45,329,329,306,High School of World Cultures,9,12,10472,388,,Biology; Calculus AB; Spanish Language and Culture; World History,,8:00 AM,4:00 PM
12X682,82,358,349,351,Fannie Lou Hamer Freedom High School,9,12,10460,493,Consortium School,English Language and Composition; Spanish Language and Culture; United States History,,8:45 AM,2:45 PM
12X684,67,384,365,374,Wings Academy,9,12,10460,534,,Biology; Calculus AB; English Language and Composition; United States History,,8:00 AM,3:00 PM
12X690,14,329,376,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12X692,40,350,356,345,Monroe Academy for Visual Arts & Design,9,12,10472,460,,English Literature and Composition,,8:30 AM,3:00 PM
13K265,48,380,354,379,Dr. Susan S. McKinney Secondary School of the Arts,6,12,11205,503,,Art History; English Literature and Composition; Environmental Science; Spanish Language and Culture; Studio Art: Drawing,,8:00 AM,3:15 PM
13K336,158,502,505,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13K350,53,395,378,398,Urban Assembly High School of Music and Art,9,12,11201,394,,English Language and Composition,,8:30 AM,4:00 PM
13K412,63,374,361,365,Brooklyn Community High School of Communication; Arts and Media,9,12,11205,401,,English Literature and Composition; Statistics; United States History,,8:30 AM,3:20 PM
13K419,62,424,428,424,Science Skills Center High School for Science; Technology and the Creative Arts,9,12,11201,537,,Biology; Calculus AB; Computer Science A; English Language and Composition; English Literature and Composition; Environmental Science; Music Theory; Psychology; United States History,Biology; Environmental Science,8:07 AM,3:40 PM
13K430,1,290,597,667,593,Brooklyn Technical High School,9,12,11217,5458,Specialized School,Biology; Calculus AB; Calculus BC; Chemistry; Chinese Language and Culture; Comparative Government and Politics; Computer Science A; English Language and Composition; English Literature and Composition; Environmental Science; European History; French Language and Culture; Human Geography; Italian Language and Culture; Macroeconomics; Microeconomics; Physics B; Physics C: Electricity and Magnetism; Physics C: Mechanics; Psychology; Spanish Language and Culture; Statistics; Studio Art: 2-D Design; Studio Art: 3-D Design; United States Government and Politics; United States History; World History,Microeconomics; Physics B,8:45 AM,3:15 PM
13K439,82,309,391,324,Brooklyn International High School,9,12,11201,343,Consortium; International School,,,9:15 AM,3:30 PM
13K483,105,414,408,399,The Urban Assembly School for Law and Justice,9,12,11201,449,,English Language and Composition; Environmental Science; Microeconomics,,8:40 AM,3:40 PM
13K499,138,381,371,372,ACORN Community High School,9,12,11238,623,,Biology; Calculus AB; English Language and Composition; Psychology; United States History,,8:15 AM,3:15 PM
13K509,10,358,356,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13K527,54,404,405,404,Urban Assembly Institute of Math and Science for Young Women,6,12,11201,508,All-Girls School,Calculus AB; English Literature and Composition; French Language and Culture; Statistics,,8:30 AM,3:20 PM
13K553,12,417,381,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13K575,7,350,347,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13K595,83,457,484,450,Bedford Academy High School,9,12,11216,361,,Biology; Calculus AB; Chemistry; English Language and Composition; Music Theory; Spanish Language and Culture; Statistics; United States History; World History,,8:00 AM,4:15 PM
13K605,96,401,398,395,George Westinghouse Career and Technical Education High School,9,12,11201,702,CTE School,English Literature and Composition; United States History; World History,,8:30 AM,3:30 PM
13K616,5,404,316,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13K670,178,463,465,456,Benjamin Banneker Academy,9,12,11205,907,,Biology; Calculus AB; Calculus BC; Chemistry; English Language and Composition; English Literature and Composition; Psychology; Statistics; United States History; World History,,8:00 AM,3:00 PM
13K674,27,447,477,409,City Polytechnic High School of Engineering; Architecture; and Technology,9,12,11201,451,CTE School,,,8:40 AM,4:07 PM
14K071,59,365,365,354,Juan Morel Campos Secondary School,6,12,11206,778,,Chemistry; English Language and Composition; English Literature and Composition; Physics B; Spanish Language and Culture; Studio Art: 3-D Design; Studio Art: Drawing; United States Government and Politics,,8:00 AM,2:15 PM
14K322,5,374,372,376,Foundations Academy,9,12,11206,110,,Biology; Calculus AB; English Literature and Composition; United States History,,8:30 AM,3:30 PM
