DBN,school_name,gender,cohort_num
11X542,PELHAM PREPARATORY ACADEMY,Female,58
11X542,PELHAM PREPARATORY ACADEMY,Male,48
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,Female,52
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,Male,55
11X545,BRONX AEROSPACE HIGH SCHOOL,Female,15
11X545,BRONX AEROSPACE HIGH SCHOOL,Male,66
12X158,THEODORE ROOSEVELT GATHINGS MIDDLE SCHOOL,Female,1
12X245,NEW DAY ACADEMY,Female,27
12X245,NEW DAY ACADEMY,Male,35
12X248,METROPOLITAN HIGH SCHOOL (THE),Female,41
12X248,METROPOLITAN HIGH SCHOOL (THE),Male,40
12X251,EXPLORATIONS ACADEMY,Female,48
12X251,EXPLORATIONS ACADEMY,Male,60
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,Female,62
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,Male,33
12X267,BRONX LATIN SCHOOL,Female,22
12X267,BRONX LATIN SCHOOL,Male,18
12X271,EAST BRONX ACADEMY FOR THE FUTURE,Female,44
12X271,EAST BRONX ACADEMY FOR THE FUTURE,Male,46
12X278,PEACE AND DIVERSITY ACADEMY,Female,37
12X278,PEACE AND DIVERSITY ACADEMY,Male,33
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,Female,1
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,Male,3
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,Female,88
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,Male,48
12X480,BRONX REGIONAL HIGH SCHOOL,Female,102
12X480,BRONX REGIONAL HIGH SCHOOL,Male,56
12X550,HIGH SCHOOL OF WORLD CULTURES,Female,43
12X550,HIGH SCHOOL OF WORLD CULTURES,Male,54
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,Female,16
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,Male,43
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,Female,71
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,Male,62
12X684,WINGS ACADEMY,Female,73
12X684,WINGS ACADEMY,Male,66
12X690,MONROE ACADEMY FOR BUSINESS/LAW,Female,52
12X690,MONROE ACADEMY FOR BUSINESS/LAW,Male,65
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,Female,63
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,Male,44
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,Female,50
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,Male,22
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Male,1
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,Female,41
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,Male,46
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",Female,58
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",Male,46
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,Female,89
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,Male,145
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,Female,446
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,Male,680
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,Female,47
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,Male,47
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,Female,66
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,Male,22
13K499,ACORN COMMUNITY HIGH SCHOOL,Female,83
13K499,ACORN COMMUNITY HIGH SCHOOL,Male,91
13K509,FREEDOM ACADEMY HIGH SCHOOL,Female,28
13K509,FREEDOM ACADEMY HIGH SCHOOL,Male,29
13K553,BROOKLYN ACADEMY HIGH SCHOOL,Female,46
13K553,BROOKLYN ACADEMY HIGH SCHOOL,Male,41
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,Female,45
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,Male,23
13K595,BEDFORD ACADEMY HIGH SCHOOL,Female,57
13K595,BEDFORD ACADEMY HIGH SCHOOL,Male,33
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,Female,31
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,Male,115
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,Female,43
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,Male,43
13K670,BENJAMIN BANNEKER ACADEMY,Female,93
13K670,BENJAMIN BANNEKER ACADEMY,Male,69
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,Female,61
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,Male,38
14K322,FOUNDATIONS ACADEMY,Female,36
14K322,FOUNDATIONS ACADEMY,Male,37
14K404,ACADEMY FOR YOUNG WRITERS,Female,53
14K404,ACADEMY FOR YOUNG WRITERS,Male,24
14K449,BROOKLYN LATIN SCHOOL (THE),Female,15
14K449,BROOKLYN LATIN SCHOOL (THE),Male,20
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,Female,39
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,Male,47
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,Female,130
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,Male,85
14K477,SCHOOL FOR LEGAL STUDIES,Female,95
14K477,SCHOOL FOR LEGAL STUDIES,Male,78
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",Female,68
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",Male,146
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,Female,41
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,Male,40
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,Female,22
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,Male,80
14K561,WILLIAMSBURG PREPARATORY SCHOOL,Female,62
14K561,WILLIAMSBURG PREPARATORY SCHOOL,Male,49
14K586,LYONS COMMUNITY SCHOOL,Female,44
14K586,LYONS COMMUNITY SCHOOL,Male,47
14K610,AUTOMOTIVE HIGH SCHOOL,Female,14
14K610,AUTOMOTIVE HIGH SCHOOL,Male,227
14K632,FRANCES PERKINS ACADEMY,Male,1
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,Female,18
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,Male,27
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,Female,4
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,Male,3
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,Female,39
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,Male,37
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,Female,40
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,Male,37
15K462,SECONDARY SCHOOL FOR LAW,Female,74
15K462,SECONDARY SCHOOL FOR LAW,Male,29
15K463,SECONDARY SCHOOL FOR JOURNALISM,Female,52
15K463,SECONDARY SCHOOL FOR JOURNALISM,Male,49
15K464,SECONDARY SCHOOL FOR RESEARCH,Female,44
15K464,SECONDARY SCHOOL FOR RESEARCH,Male,40
15K497,SCHOOL FOR INTERNATIONAL STUDIES,Female,47
15K497,SCHOOL FOR INTERNATIONAL STUDIES,Male,40
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,Female,79
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,Male,65
15K520,PACIFIC HIGH SCHOOL,Female,53
15K520,PACIFIC HIGH SCHOOL,Male,42
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,Female,39
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,Male,62
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,Female,54
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,Male,65
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,Female,58
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,Male,38
15K667,SUNSET PARK HIGH SCHOOL,Male,1
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,Female,45
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,Male,36
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Female,27
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Male,36
16K455,BOYS AND GIRLS HIGH SCHOOL,Female,228
16K455,BOYS AND GIRLS HIGH SCHOOL,Male,348
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,Female,58
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,Male,59
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,Female,39
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,Male,20
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,Female,1
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,Male,2
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,Female,31
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,Male,50
17K408,ACADEMY OF HOSPITALITY AND TOURISM,Female,40
17K408,ACADEMY OF HOSPITALITY AND TOURISM,Male,35
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,Female,93
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,Male,78
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,Female,55
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,Male,56
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),Female,69
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),Male,49
17K531,SCHOOL FOR HUMAN RIGHTS (THE),Female,36
17K531,SCHOOL FOR HUMAN RIGHTS (THE),Male,39
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,Female,41
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,Male,43
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,Female,48
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,Male,73
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,Female,50
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,Male,64
17K543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",Female,42
17K543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",Male,28
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,Female,60
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,Male,40
17K546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,Female,81
17K546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,Male,21
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,Female,67
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,Male,62
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,Female,62
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,Male,26
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,Female,53
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,Male,36
17K590,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,Female,73
17K590,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,Male,87
17K600,CLARA BARTON HIGH SCHOOL,Female,336
17K600,CLARA BARTON HIGH SCHOOL,Male,118
17K625,PAUL ROBESON HIGH SCHOOL,Female,110
17K625,PAUL ROBESON HIGH SCHOOL,Male,158
18K415,SAMUEL J. TILDEN HIGH SCHOOL,Male,1
18K500,CANARSIE HIGH SCHOOL,Female,98
18K500,CANARSIE HIGH SCHOOL,Male,150
18K563,IT TAKES A VILLAGE ACADEMY,Female,56
18K563,IT TAKES A VILLAGE ACADEMY,Male,51
18K566,BROOKLYN GENERATION SCHOOL,Female,24
18K566,BROOKLYN GENERATION SCHOOL,Male,54
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,Female,37
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,Male,25
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Female,35
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Male,54
18K576,VICTORY COLLEGIATE HIGH SCHOOL,Female,37
18K576,VICTORY COLLEGIATE HIGH SCHOOL,Male,44
18K578,BROOKLYN BRIDGE ACADEMY,Female,42
18K578,BROOKLYN BRIDGE ACADEMY,Male,56
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,Female,26
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,Male,29
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,Female,2
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,Male,2
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,Female,3
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,Male,4
18K635,OLYMPUS ACADEMY,Female,31
18K635,OLYMPUS ACADEMY,Male,34
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,Female,3
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,Male,2
18K642,URBAN ACTION ACADEMY,Female,1
18K642,URBAN ACTION ACADEMY,Male,4
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,Female,45
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,Male,43
19K409,EAST NEW YORK FAMILY ACADEMY,Female,33
19K409,EAST NEW YORK FAMILY ACADEMY,Male,34
19K420,FRANKLIN K LANE HIGH SCHOOL,Female,152
19K420,FRANKLIN K LANE HIGH SCHOOL,Male,180
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,Female,27
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,Male,74
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,Female,59
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,Male,62
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Female,54
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Male,51
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,Female,61
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,Male,36
19K583,MULTICULTURAL HIGH SCHOOL,Female,60
19K583,MULTICULTURAL HIGH SCHOOL,Male,46
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,Female,79
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,Male,281
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,Male,1
19K639,BROOKLYN LAB SCHOOL,Female,1
19K639,BROOKLYN LAB SCHOOL,Male,4
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,Female,56
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,Male,57
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,Female,155
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,Male,84
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,",Male,1
20K445,NEW UTRECHT HIGH SCHOOL,Female,256
20K445,NEW UTRECHT HIGH SCHOOL,Male,389
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,Female,148
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,Male,183
20K490,FORT HAMILTON HIGH SCHOOL,Female,532
20K490,FORT HAMILTON HIGH SCHOOL,Male,612
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,Female,346
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,Male,476
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,Female,31
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,Male,31
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Female,65
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Male,52
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,Female,9
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,Male,50
21K410,ABRAHAM LINCOLN HIGH SCHOOL,Female,289
21K410,ABRAHAM LINCOLN HIGH SCHOOL,Male,427
21K525,EDWARD R MURROW HIGH SCHOOL,Female,583
21K525,EDWARD R MURROW HIGH SCHOOL,Male,404
21K540,JOHN DEWEY HIGH SCHOOL,Female,362
21K540,JOHN DEWEY HIGH SCHOOL,Male,371
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Female,18
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Male,19
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,Female,17
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,Male,18
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,Female,55
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,Male,227
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,Female,100
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,Male,77
21K728,LIBERATION DIPLOMA PLUS,Female,60
21K728,LIBERATION DIPLOMA PLUS,Male,37
22K405,MIDWOOD HIGH SCHOOL,Female,514
22K405,MIDWOOD HIGH SCHOOL,Male,418
22K425,JAMES MADISON HIGH SCHOOL,Female,338
22K425,JAMES MADISON HIGH SCHOOL,Male,388
22K495,SHEEPSHEAD BAY HIGH SCHOOL,Female,320
22K495,SHEEPSHEAD BAY HIGH SCHOOL,Male,299
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,Female,149
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,Male,113
22K555,BROOKLYN COLLEGE ACADEMY,Female,104
22K555,BROOKLYN COLLEGE ACADEMY,Male,46
23K271,JOHN M. COLEMAN SCHOOL,Female,1
23K271,JOHN M. COLEMAN SCHOOL,Male,1
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,Female,50
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,Male,55
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,Female,51
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,Male,41
23K643,BROOKLYN DEMOCRACY ACADEMY,Female,54
23K643,BROOKLYN DEMOCRACY ACADEMY,Male,35
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,Female,41
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,Male,32
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,Female,57
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,Male,46
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,Female,58
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,Male,33
23K697,TEACHERS PREPERATORY HIGH SCHOOL,Female,61
23K697,TEACHERS PREPERATORY HIGH SCHOOL,Male,30
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,Female,73
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,Male,44
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,Female,62
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,Male,33
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,Female,30
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,Male,50
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,Female,37
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,Male,18
24Q455,NEWTOWN HIGH SCHOOL,Female,335
24Q455,NEWTOWN HIGH SCHOOL,Male,470
24Q485,GROVER CLEVELAND HIGH SCHOOL,Female,358
24Q485,GROVER CLEVELAND HIGH SCHOOL,Male,427
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA,Female,51
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA,Male,50
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA,Female,59
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA,Male,57
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,Female,120
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,Male,69
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,Female,71
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,Male,44
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,Female,109
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,Male,161
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,Female,74
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,Male,349
24Q744,VOYAGES PREPARATORY,Female,61
24Q744,VOYAGES PREPARATORY,Male,37
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,Female,46
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,Male,47
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Female,33
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Male,50
25Q285,WORLD JOURNALISM PREPARATORY,Female,51
25Q285,WORLD JOURNALISM PREPARATORY,Male,21
25Q425,JOHN BOWNE HIGH SCHOOL,Female,349
25Q425,JOHN BOWNE HIGH SCHOOL,Male,365
25Q460,FLUSHING HIGH SCHOOL,Female,298
25Q460,FLUSHING HIGH SCHOOL,Male,415
25Q525,TOWNSEND HARRIS HIGH SCHOOL,Female,181
25Q525,TOWNSEND HARRIS HIGH SCHOOL,Male,92
25Q540,QUEENS ACADEMY HIGH SCHOOL,Female,76
25Q540,QUEENS ACADEMY HIGH SCHOOL,Male,111
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,Female,87
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,Male,103
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,Female,33
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,Male,33
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,Female,515
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,Male,427
26Q430,FRANCIS LEWIS HIGH SCHOOL,Female,593
26Q430,FRANCIS LEWIS HIGH SCHOOL,Male,574
26Q435,MARTIN VAN BUREN HIGH SCHOOL,Female,364
26Q435,MARTIN VAN BUREN HIGH SCHOOL,Male,405
26Q495,BAYSIDE HIGH SCHOOL,Female,532
26Q495,BAYSIDE HIGH SCHOOL,Male,440
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",Female,160
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",Male,127
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,Female,62
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,Male,43
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,Female,53
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,Male,48
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",Female,5
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",Male,7
27Q323,SCHOLARS' ACADEMY,Female,61
27Q323,SCHOLARS' ACADEMY,Male,39
27Q400,AUGUST MARTIN HIGH SCHOOL,Female,124
27Q400,AUGUST MARTIN HIGH SCHOOL,Male,156
27Q410,BEACH CHANNEL HIGH SCHOOL,Female,162
27Q410,BEACH CHANNEL HIGH SCHOOL,Male,212
27Q465,FAR ROCKAWAY HIGH SCHOOL,Female,56
27Q465,FAR ROCKAWAY HIGH SCHOOL,Male,35
27Q475,RICHMOND HILL HIGH SCHOOL,Female,413
27Q475,RICHMOND HILL HIGH SCHOOL,Male,428
27Q480,JOHN ADAMS HIGH SCHOOL,Female,467
27Q480,JOHN ADAMS HIGH SCHOOL,Male,517
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",Female,79
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",Male,116
28Q310,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,Male,1
28Q338,QUEENS SATELLITE HIGH SCHOOL,Female,63
28Q338,QUEENS SATELLITE HIGH SCHOOL,Male,41
28Q440,FOREST HILLS HIGH SCHOOL,Female,503
28Q440,FOREST HILLS HIGH SCHOOL,Male,524
28Q470,JAMAICA HIGH SCHOOL,Female,173
28Q470,JAMAICA HIGH SCHOOL,Male,201
28Q505,HILLCREST HIGH SCHOOL,Female,505
28Q505,HILLCREST HIGH SCHOOL,Male,403
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,Female,188
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,Male,434
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Female,59
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Male,39
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,Female,48
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,Male,39
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,Female,72
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,Male,57
28Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,Female,57
29Q248,QUEENS PREPARATORY ACADEMY,Female,43
29Q248,QUEENS PREPARATORY ACADEMY,Male,51
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Female,32
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Male,28
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,Female,49
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,Male,65
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,Female,64
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,Male,47
29Q283,PREPARATORY ACADEMY FOR WRITERS,Female,40
29Q283,PREPARATORY ACADEMY FOR WRITERS,Male,15
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,Female,56
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,Male,69
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",Female,70
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",Male,50
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,Female,45
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,Male,74
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,Female,60
